OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,USTRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
73790,5,5,15,0,2020,1,8,3,3,5,2,0,1,1,0,0,0,0,1,"412166,518000000160000","5759474,415999999300000","7,721144127000059","51,978996493000068"
73917,5,5,15,0,2020,1,9,2,3,5,3,0,1,1,0,0,0,0,0,"407125,860700000080000","5751316,521199999400000","7,649976999000046","51,904849201000047"
74036,5,5,15,0,2020,1,12,7,2,0,1,0,1,0,0,0,0,0,1,"402675,347799999640000","5754819,414599999800000","7,584314763000066","51,935574680000059"
74136,5,5,15,0,2020,1,8,5,3,0,2,0,1,1,0,0,0,0,1,"407168,081199999900000","5757930,210100000700000","7,648805774000039","51,964303776000065"
74168,5,5,15,0,2020,1,21,4,3,5,3,2,1,1,0,0,0,0,0,"407262,322900000030000","5756888,668199999300000","7,650458269000069","51,954957581000031"
74171,5,5,15,0,2020,1,12,4,3,5,3,0,1,1,0,0,0,0,1,"403988,757000000220000","5761396,302400000400000","7,601574558000039","51,994918101000053"
74179,5,5,15,0,2020,1,8,4,3,5,2,1,1,1,0,0,0,0,0,"405900,997000000440000","5760101,257999999400000","7,629773442000044","51,983605050000051"
74185,5,5,15,0,2020,1,13,6,3,5,3,0,1,1,0,0,0,0,1,"409070,905199999920000","5752861,939300000700000","7,677834083000050","51,919061361000047"
74236,5,5,15,0,2020,1,13,6,3,5,2,0,1,1,0,0,0,0,1,"406321,599499999550000","5756459,106499999800000","7,636889897000060","51,950938800000074"
74411,5,5,15,0,2020,1,15,3,3,5,3,0,1,1,0,0,0,0,0,"405739,755499999970000","5753728,591499999200000","7,629174487000057","51,926297328000032"
74423,5,5,15,0,2020,1,7,2,3,5,2,1,1,1,0,0,0,0,1,"402894,947700000370000","5755013,630300000300000","7,587453187000051","51,937358716000062"
74497,5,5,15,0,2020,1,20,3,3,5,3,2,1,1,0,0,0,0,0,"405234,569000000130000","5750568,948999999100000","7,622699128000022","51,897811137000076"
74639,5,5,15,0,2020,1,12,3,3,5,2,0,1,1,0,0,0,0,1,"403058,600100000390000","5758145,626399999500000","7,588949519000039","51,965538588000072"
75329,5,5,15,0,2020,1,15,4,3,5,2,0,1,1,0,0,0,0,1,"408397,253100000320000","5753910,463500000500000","7,667762579000055","51,928375756000037"
75425,5,5,15,0,2020,1,10,3,3,5,3,0,1,1,0,0,0,0,1,"403048,699000000020000","5758116,989800000600000","7,588813534000053","51,965279468000062"
75428,5,5,15,0,2020,1,11,4,3,0,7,0,1,0,0,0,0,0,1,"407837,765800000170000","5758254,632500000300000","7,658463245000064","51,967331287000036"
75703,5,5,15,0,2020,1,14,3,2,5,3,0,1,1,0,0,0,0,1,"404099,684000000360000","5753880,054999999700000","7,605288312000027","51,927378622000049"
76119,5,5,15,0,2020,2,7,2,3,5,2,1,1,1,0,0,0,0,1,"401195,111999999730000","5753700,882400000500000","7,563111689000039","51,925260207000065"
76188,5,5,15,0,2020,1,7,4,3,5,3,2,1,1,0,0,0,0,1,"407044,722400000320000","5756923,664400000100000","7,647283177000077","51,955235815000037"
76212,5,5,15,0,2020,2,7,2,2,5,3,2,1,1,0,0,0,0,1,"400146,652900000100000","5756905,551899999400000","7,546939070000065","51,953877217000070"
76576,5,5,15,0,2020,2,10,2,3,5,3,0,1,1,0,0,0,0,1,"405927,805999999870000","5756688,597999999300000","7,631098769000062","51,952935110000055"
76734,5,5,15,0,2020,2,17,3,3,5,2,1,1,1,0,0,0,0,1,"403209,349700000140000","5755253,948000000800000","7,591957535000063","51,939573548000055"
76963,5,5,15,0,2020,2,16,4,3,5,2,0,1,1,0,0,0,0,1,"406573,971599999820000","5759149,772800000400000","7,639829077000059","51,975166252000065"
76964,5,5,15,0,2020,2,15,4,3,5,2,0,1,1,0,0,0,0,0,"408118,856200000270000","5760401,401300000000000","7,661978853000051","51,986674140000048"
77140,5,5,15,0,2020,2,6,5,3,5,3,2,1,1,0,0,0,0,1,"403066,516200000420000","5760217,133800000000000","7,588479628000073","51,984159231000035"
77172,5,5,15,0,2020,2,22,2,3,0,1,2,1,0,0,0,0,0,1,"412240,615899999630000","5753559,579299999400000","7,723733231000040","51,925840940000057"
77304,5,5,15,0,2020,2,21,7,3,0,1,2,1,0,0,0,0,0,0,"408208,478000000120000","5754194,665999999300000","7,664942093000036","51,930899247000070"
77733,5,5,15,0,2020,2,7,4,3,6,4,1,1,0,1,0,0,0,1,"405754,262699999850000","5755701,178700000000000","7,628844956000023","51,944030350000048"
78119,5,5,15,0,2020,2,7,4,3,5,3,1,1,1,0,0,0,0,1,"408674,614199999720000","5761735,310300000000000","7,669714401000022","51,998755691000042"
78148,5,5,15,0,2020,3,19,2,3,0,7,2,1,1,0,0,0,0,1,"405592,805999999870000","5754335,522399999200000","7,626871554000047","51,931727815000045"
78313,5,5,15,0,2020,3,6,2,3,5,3,0,1,1,0,0,0,0,0,"405554,117999999780000","5750683,301000000900000","7,627310615000056","51,898893245000068"
78478,5,5,15,0,2020,3,7,2,2,5,2,0,1,1,0,0,0,0,1,"398359,335599999870000","5750828,614399999400000","7,522734029000048","51,898933455000076"
78533,5,5,15,0,2020,2,10,5,3,3,1,0,1,0,0,0,0,0,0,"405458,485200000000000","5756271,278999999200000","7,624386321000031","51,949104480000074"
78591,5,5,15,0,2020,3,8,6,3,3,6,0,1,1,0,0,0,0,1,"408998,377799999900000","5757565,667799999900000","7,675535069000034","51,961329673000080"
78677,5,5,15,0,2020,3,9,5,3,0,7,0,1,0,0,0,0,0,0,"405515,153699999680000","5754636,263199999900000","7,625659877000032","51,934417838000059"
78680,5,5,15,0,2020,3,7,4,3,5,3,1,1,1,0,0,0,0,1,"405788,246000000280000","5760322,271999999900000","7,628071417000058","51,985572503000071"
78824,5,5,15,0,2020,3,17,3,3,3,6,1,1,0,0,0,0,0,0,"410491,412999999710000","5760624,801000000900000","7,696461159000023","51,989069582000070"
78857,5,5,15,0,2020,3,16,5,2,0,5,0,1,1,0,0,0,0,1,"401181,352500000040000","5761882,617200000200000","7,560557625000058","51,998796682000034"
78865,5,5,15,0,2020,3,10,3,3,4,2,0,1,1,0,0,0,0,0,"407061,798799999990000","5757348,482300000300000","7,647416681000038","51,959057152000071"
78996,5,5,15,0,2020,3,15,3,3,5,3,0,1,1,0,0,0,0,1,"404686,041899999600000","5759319,766300000300000","7,612304499000061","51,976373608000074"
79223,5,5,15,0,2020,3,13,4,3,3,6,0,1,0,0,0,0,0,1,"406939,529000000100000","5756954,990000000200000","7,645744344000036","51,955499792000069"
79357,5,5,15,0,2020,3,10,1,3,5,1,0,1,1,0,0,0,0,0,"397708,105999999680000","5754561,883999999600000","7,512163480000027","51,932369125000037"
79381,5,5,15,0,2020,3,5,4,2,0,1,2,1,0,0,0,0,0,1,"406290,763500000350000","5758766,258600000300000","7,635811876000048","51,971671369000035"
79755,5,5,15,0,2020,3,18,3,3,0,7,1,1,1,0,0,0,0,0,"407809,274000000210000","5761457,188999999300000","7,657188010000027","51,996112795000045"
79799,5,5,15,0,2020,3,16,4,3,5,3,0,1,1,0,0,0,0,0,"412162,022400000130000","5759473,362400000900000","7,721078959000067","51,978986312000075"
80174,5,5,15,0,2020,3,8,1,3,5,3,0,1,0,0,0,0,1,0,"406462,691999999810000","5759014,996999999500000","7,638246205000030","51,973936106000053"
80390,5,5,15,0,2020,3,6,2,3,0,1,0,1,0,0,0,0,0,0,"407458,976800000300000","5758096,393600000100000","7,652993788000060","51,965846020000072"
80534,5,5,15,0,2020,4,13,6,3,4,2,0,1,1,0,0,0,0,0,"405371,123700000350000","5761224,111300000900000","7,621750228000053","51,993607670000074"
80844,5,5,15,0,2020,4,17,5,2,5,3,0,1,1,0,0,0,0,0,"409263,479799999860000","5760354,296099999900000","7,678655099000025","51,986438884000052"
80933,5,5,15,0,2020,4,19,4,3,5,3,0,1,1,0,0,0,0,0,"399096,639999999660000","5756797,636600000800000","7,531696417000035","51,952717747000065"
80990,5,5,15,0,2020,4,16,3,3,6,6,0,1,0,1,0,0,0,0,"408582,508899999780000","5753993,956100000100000","7,670433908000064","51,929156697000053"
81224,5,5,15,0,2020,4,8,6,3,5,2,0,1,1,0,0,0,0,0,"408979,301099999810000","5754137,261700000600000","7,676165235000042","51,930509850000078"
81438,5,5,15,0,2020,4,15,5,3,5,3,0,1,0,0,0,0,0,0,"410233,605200000110000","5751951,281199999200000","7,694973065000056","51,911064336000038"
81522,5,5,15,0,2020,4,16,6,3,4,6,0,1,0,0,0,0,0,0,"407694,539900000210000","5758509,091199999700000","7,656310619000067","51,969594732000076"
81785,5,5,15,0,2020,4,16,2,3,0,6,0,1,0,0,0,0,1,0,"398715,575600000100000","5753689,182399999400000","7,527068732000032","51,924709455000027"
82020,5,5,15,0,2020,4,15,6,3,5,3,0,1,1,0,0,0,0,0,"408810,300400000070000","5754084,666999999400000","7,673721883000042","51,930009431000030"
82168,5,5,15,0,2020,4,6,2,3,5,7,0,1,1,0,0,0,0,0,"402080,758000000380000","5761134,528999999200000","7,573868107000067","51,992232076000050"
82244,5,5,15,0,2020,4,11,7,3,5,2,0,1,1,0,0,0,0,0,"405517,718700000080000","5754619,942800000300000","7,625701658000025","51,934271578000050"
82303,5,5,15,0,2020,4,8,3,3,5,3,0,1,1,0,0,0,0,0,"403769,270399999800000","5754709,913100000500000","7,600252444000034","51,934780680000074"
82342,5,5,15,0,2020,4,13,1,3,5,3,0,1,0,0,0,0,0,0,"402739,751600000080000","5754892,935799999200000","7,585230485000068","51,936246772000061"
82388,5,5,15,0,2020,5,11,3,2,5,3,0,1,1,0,0,0,0,0,"408256,248900000010000","5754128,073400000100000","7,665654447000065","51,930308548000028"
82470,5,5,15,0,2020,5,14,7,3,1,5,0,1,1,0,0,0,1,0,"405708,453400000000000","5755662,309299999800000","7,628189355000075","51,943673211000032"
82536,5,5,15,0,2020,5,7,3,3,3,6,0,1,0,0,0,0,0,0,"404814,470700000410000","5761202,207299999900000","7,613651333000064","51,993315658000029"
82641,5,5,15,0,2020,5,10,4,3,5,1,0,1,1,0,0,0,0,0,"406997,196999999690000","5751290,437999999200000","7,648114338000028","51,904593285000033"
82697,5,5,15,0,2020,4,8,5,2,5,2,0,1,0,1,0,0,0,0,"405930,756000000050000","5756160,029600000000000","7,631286357000022","51,948184590000039"
82717,5,5,15,0,2020,5,10,3,2,0,1,0,1,0,0,0,0,0,0,"405455,252999999560000","5759121,153999999200000","7,623554810000030","51,974719809000078"
82832,5,5,15,0,2020,5,12,7,3,4,6,0,1,0,0,0,0,0,0,"401118,934500000440000","5761933,328299999200000","7,559634092000067","51,999241367000081"
82946,5,5,15,0,2020,5,11,6,2,5,3,0,1,1,0,0,0,0,0,"398555,595300000160000","5753733,528400000200000","7,524729977000050","51,925078912000060"
83121,5,5,15,0,2020,5,17,6,3,0,3,0,1,1,0,0,0,0,0,"405702,277200000360000","5753881,491599999400000","7,628587715000037","51,927665323000042"
83184,5,5,15,0,2020,5,12,1,3,5,3,0,1,1,0,0,0,0,0,"413523,891699999570000","5752562,299799999200000","7,742641267000067","51,917077309000035"
83245,5,5,15,0,2020,5,14,6,3,3,2,0,1,1,0,0,0,0,0,"404680,878800000060000","5759559,368200000400000","7,612162796000064","51,978526349000049"
83288,5,5,15,0,2020,5,13,4,3,5,2,0,1,0,0,0,0,1,0,"406309,736200000160000","5756677,391200000400000","7,636657817000071","51,952898851000043"
83411,5,5,15,0,2020,5,15,2,3,1,7,0,1,1,0,0,0,0,0,"406386,591599999930000","5751115,576600000300000","7,639288793000048","51,902919263000058"
83548,5,5,15,0,2020,5,16,2,3,5,3,0,1,1,0,0,0,0,0,"406292,694899999540000","5751055,630400000100000","7,637940680000042","51,902364648000059"
84006,5,5,15,0,2020,5,18,4,3,0,1,0,1,0,0,0,0,0,0,"407044,504999999890000","5757870,224999999600000","7,647023867000030","51,963743950000037"
84029,5,5,15,0,2020,5,11,4,2,0,7,0,1,0,0,0,0,0,0,"404012,926799999550000","5753568,532700000300000","7,604113857000073","51,924563581000029"
84153,5,5,15,0,2020,5,1,2,3,5,3,2,1,1,0,0,0,0,0,"405946,015999999830000","5756806,164999999100000","7,631331492000072","51,953994937000061"
84154,5,5,15,0,2020,5,14,2,3,0,2,0,1,1,0,0,0,0,0,"405373,525999999610000","5761218,922000000300000","7,621786638000060","51,993561436000050"
84391,5,5,15,0,2020,5,14,4,3,0,3,0,1,1,0,0,0,0,0,"405233,709499999880000","5750571,313400000300000","7,622685990000036","51,897832243000039"
84760,5,5,15,0,2020,5,15,1,3,0,7,0,1,0,0,0,0,0,0,"412319,016499999910000","5752446,248800000200000","7,725156637000055","51,915845731000047"
85021,5,5,15,0,2020,5,20,6,3,3,2,0,1,1,0,0,0,0,0,"405723,748900000010000","5753793,796499999200000","7,628923913000051","51,926880713000060"
85023,5,5,15,0,2020,5,15,6,3,0,1,0,1,0,0,0,0,0,0,"405574,321399999780000","5754356,275100000200000","7,626597088000040","51,931911214000081"
85026,5,5,15,0,2020,5,22,6,3,4,1,2,1,0,0,0,0,0,0,"406477,680800000210000","5756264,820499999400000","7,639213203000054","51,949218728000062"
85029,5,5,15,0,2020,5,8,6,3,5,3,0,1,0,0,0,0,0,0,"406384,718500000420000","5757328,532199999300000","7,637571178000030","51,958764247000033"
85037,5,5,15,0,2020,6,15,5,3,0,7,0,1,0,0,0,0,0,1,"407163,647099999710000","5756899,567099999600000","7,649019801000065","51,955039082000042"
85455,5,5,15,0,2020,6,19,6,3,0,3,1,1,1,0,0,0,0,1,"407194,418200000190000","5761114,229199999900000","7,648327808000033","51,992927693000070"
85562,5,5,15,0,2020,6,16,2,3,5,3,0,1,1,0,0,0,0,0,"409878,451000000350000","5761082,107999999100000","7,687416745000064","51,993081018000055"
85903,5,5,15,0,2020,6,18,2,3,5,2,0,1,1,0,0,0,0,1,"403220,964499999770000","5754225,521700000400000","7,592415778000031","51,930331721000073"
85956,5,5,15,0,2020,6,14,6,3,5,2,0,1,1,0,0,0,0,0,"399201,104000000280000","5763066,806900000200000","7,531374081000024","52,009084214000040"
86141,5,5,15,0,2020,6,23,6,2,8,1,2,1,0,0,0,0,0,0,"406699,997999999670000","5750235,573000000800000","7,644081090000043","51,895061841000029"
86199,5,5,15,0,2020,6,13,4,3,4,7,0,1,1,0,0,0,0,0,"404442,097400000320000","5755347,819499999300000","7,609858859000042","51,940630379000027"
86311,5,5,15,0,2020,6,13,7,3,5,3,0,1,1,0,0,0,0,0,"401195,318799999540000","5753700,862800000200000","7,563114701000075","51,925260068000057"
86398,5,5,15,0,2020,6,12,6,1,5,7,0,1,1,0,0,0,0,0,"402697,101200000380000","5754855,792099999300000","7,584620794000045","51,935905457000047"
86412,5,5,15,0,2020,6,17,4,3,1,7,0,1,1,0,0,0,0,1,"411681,021200000310000","5751948,716900000300000","7,716010551000068","51,911272683000050"
86464,5,5,15,0,2020,6,17,5,3,5,2,0,1,1,0,0,0,0,0,"405575,330299999560000","5754351,975099999500000","7,626612938000051","51,931872735000070"
86489,5,5,15,0,2020,6,15,6,3,5,3,0,1,1,0,0,0,0,0,"411043,593799999920000","5751987,693900000300000","7,706736048000039","51,911521598000036"
86599,5,5,15,0,2020,6,8,6,3,0,3,0,1,1,0,0,0,0,0,"404247,341500000100000","5748608,848200000800000","7,608899660000077","51,880024056000082"
86772,5,5,15,0,2020,6,17,4,3,2,2,0,1,1,0,0,0,0,0,"408962,418499999680000","5756242,510099999600000","7,675362446000065","51,949430422000034"
86891,5,5,15,0,2020,6,8,2,3,5,1,0,1,1,0,0,0,0,0,"404576,923999999650000","5755276,292999999600000","7,611839492000058","51,940010609000069"
87168,5,5,15,0,2020,6,11,5,3,0,1,0,1,0,0,0,0,0,0,"406538,672500000340000","5758767,041799999800000","7,639419539000073","51,971720154000081"
87215,5,5,15,0,2020,6,10,1,3,4,6,0,1,0,0,0,0,0,0,"413561,095399999990000","5752536,268500000200000","7,743188601000043","51,916849092000064"
87291,5,5,15,0,2020,6,0,7,2,0,7,2,1,0,0,0,0,0,0,"400277,648599999960000","5756850,773399999400000","7,548860549000040","51,953408365000030"
87411,5,5,15,0,2020,6,18,6,3,4,2,0,1,1,0,0,0,0,0,"400144,917299999860000","5747452,186200000300000","7,549654170000054","51,868908108000028"
87584,5,5,15,0,2020,6,17,3,3,5,7,0,1,0,0,0,0,0,0,"404133,479299999770000","5756277,283600000700000","7,605111457000021","51,948931664000042"
87596,5,5,15,0,2020,6,12,3,3,5,3,0,1,1,0,0,0,0,0,"409764,444099999960000","5751793,053300000700000","7,688195757000074","51,909566256000062"
87620,5,5,15,0,2020,6,19,3,3,0,2,0,1,1,0,0,0,0,0,"403994,963499999610000","5761414,516100000600000","7,601659827000049","51,995082884000055"
87624,5,5,15,0,2020,6,17,3,3,0,1,0,1,0,0,0,0,0,0,"407404,172899999660000","5755092,879200000300000","7,653005611000026","51,938839675000054"
87707,5,5,15,0,2020,6,10,2,3,5,3,0,1,1,0,0,0,0,0,"406010,232900000180000","5751601,283199999500000","7,633687455000029","51,907221695000032"
87928,5,5,15,0,2020,7,14,6,3,5,3,0,1,1,0,0,0,0,0,"406485,846599999820000","5750687,976600000600000","7,640847082000050","51,899092416000030"
88013,5,5,15,0,2020,7,17,2,3,0,7,0,1,1,0,0,0,0,0,"405513,157700000330000","5754648,963199999200000","7,625627365000071","51,934531653000079"
88077,5,5,15,0,2020,7,22,6,3,5,3,1,1,1,0,0,0,0,0,"405482,343100000170000","5754870,253599999500000","7,625118481000072","51,936515482000061"
88121,5,5,15,0,2020,7,8,5,3,0,7,0,1,0,0,0,0,0,1,"409547,904500000180000","5760811,437799999500000","7,682675252000024","51,990594335000026"
88481,5,5,15,0,2020,7,14,4,3,5,3,0,1,1,0,0,0,0,0,"405654,320199999960000","5757011,572899999100000","7,627031664000072","51,955791825000063"
88491,5,5,15,0,2020,7,13,2,2,0,7,0,1,0,0,0,0,0,0,"404844,390700000340000","5762368,306199999500000","7,613763212000038","52,003802064000070"
88696,5,5,15,0,2020,7,14,4,3,5,2,0,1,1,0,0,0,0,0,"403284,500400000250000","5754184,708300000100000","7,593351034000023","51,929975919000071"
88756,5,5,15,0,2020,7,15,2,3,5,3,0,1,1,0,0,0,0,0,"407074,228799999690000","5753966,720899999100000","7,648511540000072","51,928662134000035"
89118,5,5,15,0,2020,7,7,6,2,5,3,0,1,1,0,0,0,0,0,"398725,377000000330000","5755248,876000000200000","7,526752125000030","51,938729903000080"
89389,5,5,15,0,2020,7,15,3,3,0,7,0,1,0,0,0,0,1,0,"401063,991399999710000","5761969,306399999200000","7,558823643000039","51,999554955000065"
89401,5,5,15,0,2020,7,13,5,2,1,1,0,1,0,0,0,0,0,0,"407361,245000000110000","5755143,222600000000000","7,652367763000029","51,939285044000030"
89510,5,5,15,0,2020,7,15,6,3,0,1,0,1,0,1,0,0,0,0,"409135,142099999820000","5751486,578999999900000","7,679130691000069","51,906709146000026"
89572,5,5,15,0,2020,7,15,5,3,5,2,0,1,1,0,0,0,0,0,"405908,929800000040000","5755977,586999999400000","7,631018820000065","51,946541019000051"
89715,5,5,15,0,2020,7,12,4,3,5,2,0,1,1,0,0,0,0,0,"401649,468899999750000","5755591,327400000800000","7,569176577000064","51,942332464000060"
89879,5,5,15,0,2020,7,16,2,3,5,2,0,1,1,0,0,0,0,0,"405839,716400000270000","5753319,395099999400000","7,630739707000032","51,922636182000076"
89964,5,5,15,0,2020,7,12,5,3,5,3,0,1,1,0,0,0,0,0,"407296,219100000340000","5757988,425000000700000","7,650654581000026","51,964848424000081"
90068,5,5,15,0,2020,7,20,6,2,8,1,0,1,0,0,0,0,0,0,"400385,066999999810000","5760232,792999999600000","7,549441855000055","51,983825630000069"
90092,5,5,15,0,2020,8,18,3,2,0,3,0,1,0,0,0,0,0,0,"403488,899199999870000","5749779,496200000900000","7,597557028000040","51,890415598000061"
90117,5,5,15,0,2020,8,9,4,3,8,1,0,1,0,0,0,0,0,0,"406429,367100000380000","5756299,938699999800000","7,638500874000044","51,949526262000063"
90300,5,5,15,0,2020,8,15,4,3,5,3,0,1,1,0,0,0,0,0,"411528,327999999750000","5751923,823999999100000","7,713797680000027","51,911024691000080"
90380,5,5,15,0,2020,8,16,2,2,3,1,0,1,1,0,0,0,0,0,"398480,167899999770000","5750883,508700000100000","7,524473434000072","51,899448879000033"
90605,5,5,15,0,2020,8,10,5,3,5,6,0,1,1,0,0,0,0,0,"405526,650899999770000","5751880,212400000500000","7,626583400000072","51,909647051000036"
90735,5,5,15,0,2020,8,22,6,3,0,1,2,1,0,0,0,0,0,0,"405800,343899999750000","5755753,140599999600000","7,629500934000021","51,944505212000081"
90862,5,5,15,0,2020,8,8,2,3,5,2,0,1,1,0,0,0,0,0,"410596,309500000440000","5753369,782199999300000","7,699876309000047","51,923873252000078"
90864,5,5,15,0,2020,8,15,2,3,4,6,0,1,0,0,0,0,0,0,"408202,679800000040000","5758350,172399999600000","7,663747917000023","51,968250436000062"
90968,5,5,15,0,2020,8,21,1,3,1,6,0,1,1,0,0,0,0,0,"404655,399000000210000","5756666,654500000200000","7,612595123000062","51,952521192000063"
91163,5,5,15,0,2020,8,17,4,3,3,6,0,1,0,0,0,0,0,0,"405765,637799999680000","5753565,382799999800000","7,629595461000065","51,924834709000038"
91200,5,5,15,0,2020,8,19,5,3,5,2,0,1,1,0,0,0,0,0,"406689,443900000300000","5751237,872199999200000","7,643656435000025","51,904069332000063"
91513,5,5,15,0,2020,8,17,2,3,5,3,0,1,1,0,0,0,0,0,"402079,814299999740000","5761133,346000000800000","7,573854705000031","51,992221276000066"
91630,5,5,15,0,2020,8,14,7,3,0,1,0,1,0,0,0,0,0,1,"402687,706000000240000","5754820,392999999200000","7,584494190000044","51,935585636000042"
91937,5,5,15,0,2020,8,19,3,2,9,1,0,1,0,0,0,0,0,0,"410978,496299999770000","5759167,189300000700000","7,703930983000021","51,976045855000052"
92272,5,5,15,0,2020,8,15,2,3,0,6,0,1,0,0,0,0,0,0,"406575,049200000240000","5759151,265300000100000","7,639844354000047","51,975179849000028"
92481,5,5,15,0,2020,8,17,6,2,0,6,0,1,0,0,0,0,0,1,"399625,290099999870000","5760797,227499999100000","7,538216937000072","51,988762039000051"
92482,5,5,15,0,2020,8,17,6,3,5,3,0,1,1,0,0,0,0,1,"403991,976599999700000","5761395,088099999400000","7,601621777000048","51,994907743000056"
92526,5,5,15,0,2020,8,7,3,3,3,6,0,1,0,0,0,0,0,0,"404113,911100000140000","5756263,990100000100000","7,604830533000040","51,948808804000066"
92533,5,5,15,0,2020,8,17,3,3,1,3,0,1,1,0,0,0,0,0,"408661,090400000100000","5753500,502399999600000","7,671707420000075","51,924734114000046"
92541,5,5,15,0,2020,8,18,3,2,0,2,0,1,1,0,0,0,0,1,"406349,925599999730000","5751094,457299999900000","7,638761738000028","51,902723269000035"
92686,5,5,15,0,2020,8,23,7,3,7,1,2,1,0,0,0,0,0,0,"401203,182199999690000","5756818,507999999400000","7,562333399000067","51,953283546000080"
92765,5,5,15,0,2020,8,5,4,3,5,3,2,1,1,0,0,0,0,1,"407364,532999999820000","5756876,542199999100000","7,651948480000044","51,954865621000067"
92943,5,5,15,0,2020,8,9,7,2,5,6,0,1,0,0,0,0,1,0,"411607,597599999980000","5757151,349700000100000","7,713606556000059","51,958026424000082"
93068,5,5,15,0,2020,8,7,2,3,5,2,0,1,0,0,0,1,0,0,"407216,995699999850000","5751345,512000000100000","7,651293539000051","51,905124973000056"
93150,5,5,15,0,2020,9,16,3,2,8,1,0,1,0,0,0,0,0,0,"412291,761800000440000","5752372,573499999900000","7,724779235000028","51,915179182000031"
93161,5,5,15,0,2020,9,16,4,3,0,2,0,1,1,0,0,0,0,0,"410730,071499999610000","5758990,426300000400000","7,700361136000026","51,974417135000067"
93549,5,5,15,0,2020,9,8,2,3,5,3,0,1,1,0,0,0,0,0,"407900,100200000220000","5760298,740199999900000","7,658821725000053","51,985715142000060"
93620,5,5,15,0,2020,9,16,1,3,0,4,0,1,0,1,0,0,0,0,"403713,901200000200000","5758610,998299999200000","7,598354286000074","51,969835387000046"
93629,5,5,15,0,2020,9,15,5,3,5,2,0,1,1,0,0,0,0,1,"405180,044200000350000","5750136,800499999900000","7,622025772000029","51,893917488000056"
93845,5,5,15,0,2020,9,14,2,3,5,2,0,1,1,0,0,0,0,0,"406322,628999999720000","5756457,540999999300000","7,636905299000034","51,950924902000054"
94029,5,5,15,0,2020,9,10,4,3,5,3,0,1,0,0,0,0,0,0,"404685,562500000000000","5759365,830900000400000","7,612284727000031","51,976787571000045"
94539,5,5,15,0,2020,9,14,2,3,5,3,0,1,0,0,0,0,0,0,"408455,570199999960000","5756500,122600000400000","7,667921106000051","51,951662810000073"
94958,5,5,15,0,2020,9,15,4,3,5,2,0,1,1,0,0,0,0,0,"405588,700000000190000","5754352,823599999800000","7,626807104000022","51,931882630000075"
95085,5,5,15,0,2020,9,16,3,3,5,3,0,1,1,0,0,0,0,0,"403808,507000000220000","5760941,895899999900000","7,599077517000069","51,990802575000032"
95270,5,5,15,0,2020,9,1,7,3,9,1,2,1,0,0,0,0,0,0,"401179,356900000010000","5763702,893300000600000","7,560003458000040","52,015157163000026"
95271,5,5,15,0,2020,9,21,7,3,0,1,2,1,0,0,0,0,0,0,"405806,599299999890000","5760284,051799999500000","7,628349094000043","51,985232077000035"
95272,5,5,15,0,2020,9,17,7,3,5,3,0,1,1,0,0,0,0,0,"404113,358799999580000","5759176,347799999600000","7,604009427000051","51,974985991000040"
95426,5,5,15,0,2020,9,7,6,3,5,2,0,1,0,0,0,0,0,0,"403928,683000000190000","5758093,485999999600000","7,601624681000033","51,965220983000052"
95427,5,5,15,0,2020,9,10,6,3,0,7,0,1,0,1,0,0,0,0,"406586,638199999930000","5757176,242399999900000","7,640550329000064","51,957429351000030"
95621,5,5,15,0,2020,9,17,3,3,0,6,0,1,0,0,0,0,0,0,"408912,672199999910000","5753105,777200000400000","7,675469429000032","51,921227279000050"
95622,5,5,15,0,2020,9,17,3,3,2,6,0,1,0,0,0,0,0,0,"410595,361399999820000","5760590,971500000000000","7,697983387000022","51,988782242000070"
95799,5,5,15,0,2020,9,21,2,3,0,7,2,1,0,0,0,0,1,0,"405671,851499999870000","5755636,220300000200000","7,627664171000049","51,943432506000079"
95801,5,5,15,0,2020,9,12,2,3,5,3,0,1,1,0,0,0,0,0,"404889,136300000360000","5762150,534700000700000","7,614475313000071","52,001852331000066"
95885,5,5,15,0,2020,9,7,2,3,5,3,0,1,1,0,0,0,0,0,"404389,881400000300000","5754931,915200000600000","7,609215103000054","51,936883094000052"
95896,5,5,15,0,2020,9,14,1,2,5,3,0,1,1,0,0,0,0,0,"400962,893400000410000","5762199,742499999700000","7,557284881000044","52,001608115000067"
95956,5,5,15,0,2020,9,19,7,3,5,2,2,1,1,0,0,0,0,1,"406630,883999999610000","5758715,395999999700000","7,640775564000023","51,971271436000052"
95958,5,5,15,0,2020,9,11,7,3,3,3,0,1,0,0,1,0,0,0,"401157,067499999890000","5756798,871799999800000","7,561668226000052","51,953098858000033"
96088,5,5,15,0,2020,9,15,6,3,5,2,0,1,1,0,0,0,0,0,"403210,209800000300000","5755254,610600000200000","7,591969856000048","51,939579653000067"
96089,5,5,15,0,2020,9,11,6,3,5,3,0,1,1,0,0,0,0,0,"409072,111999999730000","5752860,084000000700000","7,677852115000064","51,919044881000048"
96090,5,5,15,0,2020,9,7,6,3,5,3,0,1,0,0,1,0,0,1,"407097,149299999700000","5760310,743400000000000","7,647129241000073","51,985689325000067"
